month,day,hour,value,location,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other,value_other,location_other
2,9,2,0.016,NL11,0.0363,NL12,0.0094,NL13,0.0215,NL21,0.0174,NL22,0.0422,NL23,0.0312,NL31,0.075,NL32,0.0685,NL33,0.0879,NL34,0.0396,NL41,0.0041,NL42
2,9,3,0.0632,NL11,0.0367,NL12,0.0409,NL13,0.0382,NL21,0.0426,NL22,0.0377,NL23,0.0239,NL31,0.0533,NL32,0.0456,NL33,0.059,NL34,0.03,NL41,0.0503,NL42
2,9,4,0.1063,NL11,0.0274,NL12,0.0456,NL13,0.0327,NL21,0.0487,NL22,0.035,NL23,0.0409,NL31,0.0352,NL32,0.06,NL33,0.0618,NL34,0.0542,NL41,0.0214,NL42
2,9,5,0.3451,NL11,0.2588,NL12,0.2535,NL13,0.2357,NL21,0.2401,NL22,0.2799,NL23,0.2308,NL31,0.2857,NL32,0.2537,NL33,0.2689,NL34,0.2413,NL41,0.2273,NL42
2,9,6,0.8361,NL11,0.8053,NL12,0.6222,NL13,0.595,NL21,0.5731,NL22,0.7051,NL23,0.609,NL31,0.8458,NL32,0.7381,NL33,0.6482,NL34,0.5698,NL41,0.2121,NL42
2,9,7,0.3289,NL11,0.298,NL12,0.2076,NL13,0.1871,NL21,0.1573,NL22,0.2519,NL23,0.1779,NL31,0.3593,NL32,0.2364,NL33,0.1531,NL34,0.1371,NL41,0.0619,NL42
2,9,8,0.2661,NL11,0.2981,NL12,0.1842,NL13,0.177,NL21,0.1956,NL22,0.2097,NL23,0.1517,NL31,0.2523,NL32,0.1907,NL33,0.2004,NL34,0.1995,NL41,0.2478,NL42
2,9,9,0.2895,NL11,0.2452,NL12,0.1461,NL13,0.1367,NL21,0.1221,NL22,0.1767,NL23,0.1203,NL31,0.3239,NL32,0.2786,NL33,0.3103,NL34,0.1731,NL41,0.1109,NL42
2,9,10,0.2749,NL11,0.252,NL12,0.1762,NL13,0.1675,NL21,0.1455,NL22,0.2226,NL23,0.1635,NL31,0.3052,NL32,0.2045,NL33,0.137,NL34,0.1289,NL41,0.0405,NL42
2,9,11,0.1018,NL11,0.1037,NL12,0.0615,NL13,0.0623,NL21,0.0697,NL22,0.0896,NL23,0.081,NL31,0.1526,NL32,0.144,NL33,0.1665,NL34,0.0868,NL41,0.044,NL42
2,9,12,0.1018,NL11,0.088,NL12,0.0506,NL13,0.0651,NL21,0.0868,NL22,0.0982,NL23,0.1033,NL31,0.2428,NL32,0.1976,NL33,0.1848,NL34,0.1163,NL41,0.0391,NL42
2,9,13,0.2304,NL11,0.1175,NL12,0.1149,NL13,0.0782,NL21,0.0414,NL22,0.0848,NL23,0.0294,NL31,0.0585,NL32,0.0079,NL33,0.0023,NL34,0.0063,NL41,0.0141,NL42
2,9,14,0.8867,NL11,0.7367,NL12,0.7532,NL13,0.7108,NL21,0.7455,NL22,0.7616,NL23,0.7219,NL31,0.7685,NL32,0.8065,NL33,0.8052,NL34,0.7702,NL41,0.6645,NL42
2,9,15,0.8205,NL11,0.8135,NL12,0.711,NL13,0.682,NL21,0.6909,NL22,0.7606,NL23,0.691,NL31,0.8709,NL32,0.8124,NL33,0.7963,NL34,0.7187,NL41,0.5387,NL42
2,9,16,0.2298,NL11,0.1795,NL12,0.1556,NL13,0.1598,NL21,0.1607,NL22,0.1804,NL23,0.1294,NL31,0.2123,NL32,0.2086,NL33,0.2466,NL34,0.1582,NL41,0.1378,NL42
2,9,17,0.1537,NL11,0.1636,NL12,0.1435,NL13,0.1436,NL21,0.1302,NL22,0.1687,NL23,0.1036,NL31,0.2071,NL32,0.1292,NL33,0.111,NL34,0.0915,NL41,0.1137,NL42
2,9,18,0.9112,NL11,0.8171,NL12,0.7738,NL13,0.7237,NL21,0.7315,NL22,0.7896,NL23,0.7358,NL31,0.8447,NL32,0.7943,NL33,0.7877,NL34,0.7554,NL41,0.6437,NL42
2,9,19,0.4389,NL11,0.311,NL12,0.1127,NL13,0.0959,NL21,0.0879,NL22,0.1491,NL23,0.1189,NL31,0.3667,NL32,0.2684,NL33,0.2924,NL34,0.1732,NL41,0.0576,NL42
2,9,20,0.4543,NL11,0.4049,NL12,0.2943,NL13,0.2839,NL21,0.302,NL22,0.3621,NL23,0.3369,NL31,0.6266,NL32,0.5321,NL33,0.4855,NL34,0.4082,NL41,0.2902,NL42
2,9,21,0.0281,NL11,0.1296,NL12,0.0417,NL13,0.0747,NL21,0.0978,NL22,0.1297,NL23,0.1388,NL31,0.2084,NL32,0.2319,NL33,0.2662,NL34,0.17,NL41,0.0892,NL42
2,9,22,0.5175,NL11,0.3219,NL12,0.3885,NL13,0.346,NL21,0.393,NL22,0.3907,NL23,0.3502,NL31,0.4915,NL32,0.4976,NL33,0.4816,NL34,0.3947,NL41,0.3603,NL42
2,9,23,0.6713,NL11,0.5949,NL12,0.4465,NL13,0.4239,NL21,0.434,NL22,0.5427,NL23,0.5115,NL31,0.6808,NL32,0.6363,NL33,0.6314,NL34,0.5025,NL41,0.2836,NL42
2,10,0,0.6497,NL11,0.6002,NL12,0.3895,NL13,0.4193,NL21,0.402,NL22,0.5123,NL23,0.4339,NL31,0.648,NL32,0.58,NL33,0.5555,NL34,0.4587,NL41,0.2362,NL42
2,10,1,0.6174,NL11,0.6003,NL12,0.3896,NL13,0.4127,NL21,0.3941,NL22,0.5064,NL23,0.3791,NL31,0.6763,NL32,0.5558,NL33,0.5375,NL34,0.4298,NL41,0.2649,NL42
2,10,2,0.1504,NL11,0.1417,NL12,0.1548,NL13,0.1601,NL21,0.1939,NL22,0.2036,NL23,0.1954,NL31,0.1818,NL32,0.1839,NL33,0.2848,NL34,0.1939,NL41,0.2414,NL42
2,10,3,0.4848,NL11,0.3979,NL12,0.2998,NL13,0.2831,NL21,0.2944,NL22,0.3552,NL23,0.3046,NL31,0.5444,NL32,0.417,NL33,0.3644,NL34,0.294,NL41,0.2576,NL42
2,10,4,0.3744,NL11,0.2927,NL12,0.2024,NL13,0.1819,NL21,0.1931,NL22,0.243,NL23,0.2265,NL31,0.3433,NL32,0.3298,NL33,0.2974,NL34,0.229,NL41,0.143,NL42
2,10,5,0.1888,NL11,0.1934,NL12,0.1407,NL13,0.1245,NL21,0.1294,NL22,0.1439,NL23,0.1034,NL31,0.2745,NL32,0.1458,NL33,0.0883,NL34,0.1066,NL41,0.0973,NL42
2,10,6,0.2386,NL11,0.2929,NL12,0.1132,NL13,0.122,NL21,0.1207,NL22,0.2039,NL23,0.1611,NL31,0.3537,NL32,0.3168,NL33,0.3222,NL34,0.2093,NL41,0.1376,NL42
2,10,7,0.1413,NL11,0.0864,NL12,0.135,NL13,0.1169,NL21,0.1096,NL22,0.1173,NL23,0.0765,NL31,0.0736,NL32,0.0619,NL33,0.07,NL34,0.0736,NL41,0.1449,NL42
2,10,8,0.4555,NL11,0.3732,NL12,0.2222,NL13,0.1917,NL21,0.1624,NL22,0.2503,NL23,0.1831,NL31,0.4334,NL32,0.2633,NL33,0.1987,NL34,0.1563,NL41,0.0864,NL42
2,10,9,0.2814,NL11,0.2449,NL12,0.182,NL13,0.1789,NL21,0.2291,NL22,0.2454,NL23,0.2302,NL31,0.3549,NL32,0.3707,NL33,0.4096,NL34,0.2975,NL41,0.2391,NL42
2,10,10,0.0016,NL11,0.0001,NL12,0.001,NL13,0.0054,NL21,0.0098,NL22,0.0037,NL23,0.0044,NL31,0.0005,NL32,0.0107,NL33,0.0237,NL34,0.0149,NL41,0.0188,NL42
2,10,11,0.3971,NL11,0.3602,NL12,0.2736,NL13,0.2812,NL21,0.2906,NL22,0.383,NL23,0.32,NL31,0.4098,NL32,0.3359,NL33,0.2969,NL34,0.2936,NL41,0.2371,NL42
2,10,12,0.5913,NL11,0.5348,NL12,0.4694,NL13,0.472,NL21,0.5423,NL22,0.5651,NL23,0.5614,NL31,0.6875,NL32,0.777,NL33,0.832,NL34,0.6832,NL41,0.522,NL42
2,10,13,0.0657,NL11,0.1912,NL12,0.0672,NL13,0.1126,NL21,0.1472,NL22,0.2275,NL23,0.1914,NL31,0.4336,NL32,0.2309,NL33,0.1962,NL34,0.1418,NL41,0.1515,NL42
2,10,14,0.1774,NL11,0.213,NL12,0.0948,NL13,0.1045,NL21,0.081,NL22,0.1636,NL23,0.1103,NL31,0.3562,NL32,0.2468,NL33,0.2656,NL34,0.1347,NL41,0.0862,NL42
2,10,15,0.7123,NL11,0.681,NL12,0.1762,NL13,0.1828,NL21,0.1562,NL22,0.3708,NL23,0.2458,NL31,0.7434,NL32,0.4954,NL33,0.3818,NL34,0.2416,NL41,0.1117,NL42
2,10,16,0.0001,NL11,0.0001,NL12,0.0001,NL13,0.0006,NL21,0.0016,NL22,0.0011,NL23,0.0014,NL31,0.0001,NL32,0.0015,NL33,0.0061,NL34,0.0061,NL41,0.033,NL42
2,10,17,0.8297,NL11,0.7136,NL12,0.5155,NL13,0.4628,NL21,0.5093,NL22,0.5357,NL23,0.4805,NL31,0.7156,NL32,0.5554,NL33,0.5209,NL34,0.4661,NL41,0.3392,NL42
2,10,18,0.5227,NL11,0.4809,NL12,0.324,NL13,0.3231,NL21,0.3484,NL22,0.4152,NL23,0.3768,NL31,0.6561,NL32,0.6208,NL33,0.6126,NL34,0.4612,NL41,0.3194,NL42
2,10,19,0.173,NL11,0.2103,NL12,0.1746,NL13,0.1944,NL21,0.2208,NL22,0.2474,NL23,0.2106,NL31,0.2831,NL32,0.2706,NL33,0.2643,NL34,0.2374,NL41,0.1763,NL42
2,10,20,0.0826,NL11,0.0482,NL12,0.0408,NL13,0.0282,NL21,0.0034,NL22,0.0253,NL23,0.0009,NL31,0.0628,NL32,0.0275,NL33,0.0756,NL34,0.003,NL41,0.1181,NL42
2,10,21,0.5134,NL11,0.3148,NL12,0.2873,NL13,0.2508,NL21,0.2267,NL22,0.2802,NL23,0.1944,NL31,0.3632,NL32,0.2779,NL33,0.2338,NL34,0.1994,NL41,0.2071,NL42
2,10,22,0.0211,NL11,0.0133,NL12,0.0358,NL13,0.0305,NL21,0.0368,NL22,0.0252,NL23,0.0195,NL31,0.0348,NL32,0.0409,NL33,0.047,NL34,0.0288,NL41,0.0416,NL42
2,10,23,0.7145,NL11,0.5618,NL12,0.3948,NL13,0.3367,NL21,0.2922,NL22,0.4305,NL23,0.3473,NL31,0.6022,NL32,0.4752,NL33,0.3941,NL34,0.3262,NL41,0.1985,NL42
2,11,0,0.9369,NL11,0.8775,NL12,0.772,NL13,0.7374,NL21,0.7418,NL22,0.8541,NL23,0.7937,NL31,0.9202,NL32,0.9031,NL33,0.8825,NL34,0.802,NL41,0.6015,NL42
2,11,1,0.0133,NL11,0.046,NL12,0.1307,NL13,0.1414,NL21,0.1939,NL22,0.1477,NL23,0.1892,NL31,0.1284,NL32,0.2728,NL33,0.3873,NL34,0.3021,NL41,0.2585,NL42
2,11,2,0.0555,NL11,0.0469,NL12,0.1312,NL13,0.1164,NL21,0.1841,NL22,0.1402,NL23,0.2181,NL31,0.171,NL32,0.37,NL33,0.4193,NL34,0.3196,NL41,0.3307,NL42
2,11,3,0.5195,NL11,0.4075,NL12,0.3386,NL13,0.3287,NL21,0.3554,NL22,0.4278,NL23,0.3933,NL31,0.5618,NL32,0.5845,NL33,0.5243,NL34,0.4631,NL41,0.347,NL42
2,11,4,0.4042,NL11,0.2823,NL12,0.2431,NL13,0.2283,NL21,0.2705,NL22,0.256,NL23,0.2353,NL31,0.2917,NL32,0.326,NL33,0.4056,NL34,0.2828,NL41,0.2298,NL42
2,11,5,0.6142,NL11,0.5691,NL12,0.3629,NL13,0.342,NL21,0.3203,NL22,0.4779,NL23,0.3959,NL31,0.6988,NL32,0.6276,NL33,0.5008,NL34,0.3732,NL41,0.2041,NL42
2,11,6,0.0816,NL11,0.0448,NL12,0.0387,NL13,0.0342,NL21,0.0337,NL22,0.0383,NL23,0.0264,NL31,0.0521,NL32,0.0559,NL33,0.059,NL34,0.0341,NL41,0.0516,NL42
2,11,7,0.6728,NL11,0.6309,NL12,0.3742,NL13,0.3338,NL21,0.336,NL22,0.4725,NL23,0.3919,NL31,0.6957,NL32,0.5459,NL33,0.4217,NL34,0.373,NL41,0.2778,NL42
2,11,8,0.2227,NL11,0.1526,NL12,0.1325,NL13,0.1149,NL21,0.1101,NL22,0.1503,NL23,0.1149,NL31,0.1709,NL32,0.146,NL33,0.1346,NL34,0.1153,NL41,0.091,NL42
2,11,9,0.8746,NL11,0.8752,NL12,0.6529,NL13,0.604,NL21,0.5472,NL22,0.7334,NL23,0.6311,NL31,0.8972,NL32,0.7786,NL33,0.7059,NL34,0.5847,NL41,0.4283,NL42
2,11,10,0.0122,NL11,0.0016,NL12,0.0002,NL13,0.0008,NL21,0.0059,NL22,0.0018,NL23,0.0089,NL31,0.001,NL32,0.0265,NL33,0.052,NL34,0.0238,NL41,0.027,NL42
2,11,11,0.3606,NL11,0.2443,NL12,0.1533,NL13,0.1292,NL21,0.0801,NL22,0.1832,NL23,0.1061,NL31,0.2075,NL32,0.1065,NL33,0.0477,NL34,0.0587,NL41,0.0374,NL42
2,11,12,0.4167,NL11,0.2849,NL12,0.2296,NL13,0.213,NL21,0.1909,NL22,0.2802,NL23,0.2173,NL31,0.2822,NL32,0.2576,NL33,0.2901,NL34,0.2133,NL41,0.1465,NL42
2,11,13,0.0643,NL11,0.0701,NL12,0.0863,NL13,0.1023,NL21,0.1848,NL22,0.174,NL23,0.2541,NL31,0.469,NL32,0.4714,NL33,0.4283,NL34,0.3265,NL41,0.2298,NL42
2,11,14,0.3853,NL11,0.3342,NL12,0.1772,NL13,0.1895,NL21,0.2085,NL22,0.2669,NL23,0.2105,NL31,0.4586,NL32,0.3497,NL33,0.3546,NL34,0.2385,NL41,0.1487,NL42
2,11,15,0.0183,NL11,0.0048,NL12,0.0093,NL13,0.012,NL21,0.014,NL22,0.0048,NL23,0.001,NL31,0.0043,NL32,0.0013,NL33,0.0016,NL34,0.0012,NL41,0.02,NL42
2,11,16,0.9608,NL11,0.9292,NL12,0.9227,NL13,0.8961,NL21,0.9009,NL22,0.9303,NL23,0.9036,NL31,0.9403,NL32,0.9497,NL33,0.955,NL34,0.9215,NL41,0.8123,NL42
2,11,17,0.0526,NL11,0.0262,NL12,0.0252,NL13,0.0227,NL21,0.009,NL22,0.0238,NL23,0.005,NL31,0.0192,NL32,0.0082,NL33,0.0053,NL34,0.0031,NL41,0.0037,NL42
2,11,18,0.0078,NL11,0.0113,NL12,0.012,NL13,0.024,NL21,0.0359,NL22,0.0293,NL23,0.0354,NL31,0.0207,NL32,0.0449,NL33,0.0646,NL34,0.0527,NL41,0.0423,NL42
2,11,19,0.3176,NL11,0.2641,NL12,0.2296,NL13,0.2285,NL21,0.2664,NL22,0.2607,NL23,0.2074,NL31,0.4022,NL32,0.3598,NL33,0.3899,NL34,0.2864,NL41,0.2126,NL42
2,11,20,0.3844,NL11,0.2934,NL12,0.224,NL13,0.1802,NL21,0.1029,NL22,0.231,NL23,0.0914,NL31,0.2827,NL32,0.0121,NL33,0.0581,NL34,0.0061,NL41,0.0507,NL42
2,11,21,0.9174,NL11,0.7779,NL12,0.6094,NL13,0.5042,NL21,0.478,NL22,0.5775,NL23,0.478,NL31,0.7311,NL32,0.5622,NL33,0.4394,NL34,0.3904,NL41,0.3599,NL42
2,11,22,0.1909,NL11,0.0822,NL12,0.1253,NL13,0.0875,NL21,0.0649,NL22,0.078,NL23,0.0388,NL31,0.052,NL32,0.0226,NL33,0.0117,NL34,0.0292,NL41,0.0693,NL42
2,11,23,0.2914,NL11,0.1981,NL12,0.2261,NL13,0.1999,NL21,0.213,NL22,0.2382,NL23,0.1854,NL31,0.2806,NL32,0.2719,NL33,0.2774,NL34,0.2164,NL41,0.1586,NL42
2,12,0,0.019,NL11,0.0105,NL12,0.0,NL13,0.0001,NL21,0.0027,NL22,0.0002,NL23,0.0003,NL31,0.0025,NL32,0.0003,NL33,0.004,NL34,0.0062,NL41,0.0028,NL42
2,12,1,0.4105,NL11,0.2875,NL12,0.2559,NL13,0.205,NL21,0.2211,NL22,0.2261,NL23,0.1773,NL31,0.3754,NL32,0.302,NL33,0.313,NL34,0.2307,NL41,0.3533,NL42
2,12,2,0.8598,NL11,0.7211,NL12,0.7051,NL13,0.6263,NL21,0.6675,NL22,0.6659,NL23,0.7048,NL31,0.7797,NL32,0.8643,NL33,0.9185,NL34,0.8534,NL41,0.748,NL42
2,12,3,0.1329,NL11,0.1312,NL12,0.0963,NL13,0.085,NL21,0.0809,NL22,0.1166,NL23,0.0881,NL31,0.2026,NL32,0.1634,NL33,0.1451,NL34,0.1031,NL41,0.0553,NL42
2,12,4,0.0644,NL11,0.0475,NL12,0.0265,NL13,0.0249,NL21,0.0235,NL22,0.0376,NL23,0.0395,NL31,0.1094,NL32,0.101,NL33,0.1095,NL34,0.0723,NL41,0.0739,NL42
2,12,5,0.6186,NL11,0.6486,NL12,0.3466,NL13,0.322,NL21,0.2163,NL22,0.4194,NL23,0.2253,NL31,0.6361,NL32,0.2248,NL33,0.0893,NL34,0.1442,NL41,0.0973,NL42
2,12,6,0.4046,NL11,0.3499,NL12,0.1718,NL13,0.1414,NL21,0.1161,NL22,0.1997,NL23,0.1356,NL31,0.3474,NL32,0.2261,NL33,0.203,NL34,0.1446,NL41,0.0881,NL42
2,12,7,0.0717,NL11,0.0611,NL12,0.0718,NL13,0.0782,NL21,0.1401,NL22,0.0961,NL23,0.1456,NL31,0.1605,NL32,0.272,NL33,0.3216,NL34,0.2418,NL41,0.2237,NL42
2,12,8,0.4905,NL11,0.3453,NL12,0.3193,NL13,0.2659,NL21,0.2815,NL22,0.2962,NL23,0.2388,NL31,0.4716,NL32,0.427,NL33,0.4445,NL34,0.3334,NL41,0.259,NL42
2,12,9,0.1003,NL11,0.0488,NL12,0.0382,NL13,0.0346,NL21,0.0397,NL22,0.0499,NL23,0.0512,NL31,0.0973,NL32,0.0944,NL33,0.0905,NL34,0.066,NL41,0.0368,NL42
2,12,10,0.0944,NL11,0.098,NL12,0.0525,NL13,0.0284,NL21,0.0623,NL22,0.0018,NL23,0.007,NL31,0.1146,NL32,0.0913,NL33,0.1077,NL34,0.042,NL41,0.0792,NL42
2,12,11,0.2356,NL11,0.2387,NL12,0.19,NL13,0.1755,NL21,0.1724,NL22,0.2188,NL23,0.1594,NL31,0.2643,NL32,0.1715,NL33,0.1406,NL34,0.1364,NL41,0.0913,NL42
2,12,12,0.0957,NL11,0.0384,NL12,0.0551,NL13,0.0389,NL21,0.0368,NL22,0.0355,NL23,0.0254,NL31,0.0458,NL32,0.0373,NL33,0.0329,NL34,0.0291,NL41,0.0338,NL42
2,12,13,0.0,NL11,0.0002,NL12,0.0,NL13,0.0,NL21,0.0003,NL22,0.0002,NL23,0.0003,NL31,0.0072,NL32,0.0061,NL33,0.0067,NL34,0.0015,NL41,0.0022,NL42
2,12,14,0.0165,NL11,0.0113,NL12,0.0373,NL13,0.0338,NL21,0.0571,NL22,0.0388,NL23,0.0671,NL31,0.0766,NL32,0.0811,NL33,0.082,NL34,0.0775,NL41,0.0553,NL42
2,12,15,0.7724,NL11,0.7023,NL12,0.639,NL13,0.6476,NL21,0.7035,NL22,0.7425,NL23,0.7372,NL31,0.8422,NL32,0.8816,NL33,0.8859,NL34,0.8041,NL41,0.6663,NL42
2,12,16,0.4139,NL11,0.387,NL12,0.2618,NL13,0.2811,NL21,0.3222,NL22,0.39,NL23,0.3421,NL31,0.5605,NL32,0.4869,NL33,0.4468,NL34,0.3621,NL41,0.3087,NL42
2,12,17,0.3278,NL11,0.1663,NL12,0.2375,NL13,0.1871,NL21,0.1799,NL22,0.1795,NL23,0.1317,NL31,0.1547,NL32,0.1445,NL33,0.1574,NL34,0.1495,NL41,0.1666,NL42
2,12,18,0.6608,NL11,0.1713,NL12,0.1673,NL13,0.1537,NL21,0.1705,NL22,0.2539,NL23,0.1749,NL31,0.3741,NL32,0.2567,NL33,0.2548,NL34,0.1773,NL41,0.1193,NL42
2,12,19,0.4468,NL11,0.4047,NL12,0.2847,NL13,0.2748,NL21,0.2803,NL22,0.3448,NL23,0.2807,NL31,0.5203,NL32,0.4461,NL33,0.4231,NL34,0.3176,NL41,0.1998,NL42
2,12,20,0.5376,NL11,0.5265,NL12,0.2632,NL13,0.2687,NL21,0.2775,NL22,0.4298,NL23,0.4293,NL31,0.6933,NL32,0.6496,NL33,0.598,NL34,0.4554,NL41,0.2156,NL42
2,12,21,0.1135,NL11,0.1105,NL12,0.0546,NL13,0.0604,NL21,0.0608,NL22,0.1038,NL23,0.0882,NL31,0.1795,NL32,0.174,NL33,0.1663,NL34,0.1003,NL41,0.054,NL42
2,12,22,0.229,NL11,0.1434,NL12,0.1464,NL13,0.1258,NL21,0.0929,NL22,0.1268,NL23,0.0669,NL31,0.0774,NL32,0.0794,NL33,0.0946,NL34,0.0581,NL41,0.0579,NL42
2,12,23,0.6925,NL11,0.8262,NL12,0.5937,NL13,0.6805,NL21,0.7214,NL22,0.8469,NL23,0.8103,NL31,0.9369,NL32,0.9313,NL33,0.9362,NL34,0.8563,NL41,0.546,NL42
2,13,0,0.3515,NL11,0.2093,NL12,0.2487,NL13,0.2173,NL21,0.208,NL22,0.232,NL23,0.1735,NL31,0.2061,NL32,0.1671,NL33,0.1437,NL34,0.1505,NL41,0.1152,NL42
2,13,1,0.1975,NL11,0.1531,NL12,0.1593,NL13,0.137,NL21,0.0997,NL22,0.1626,NL23,0.0945,NL31,0.1666,NL32,0.0849,NL33,0.0468,NL34,0.0506,NL41,0.0563,NL42
2,13,2,0.261,NL11,0.1876,NL12,0.1174,NL13,0.1033,NL21,0.1127,NL22,0.1417,NL23,0.1174,NL31,0.1805,NL32,0.1934,NL33,0.1938,NL34,0.154,NL41,0.0849,NL42
2,13,3,0.47,NL11,0.3902,NL12,0.218,NL13,0.1921,NL21,0.1872,NL22,0.2621,NL23,0.2089,NL31,0.4224,NL32,0.3486,NL33,0.3225,NL34,0.249,NL41,0.1791,NL42
2,13,4,0.1458,NL11,0.1231,NL12,0.0757,NL13,0.0598,NL21,0.0714,NL22,0.0843,NL23,0.0747,NL31,0.1127,NL32,0.1187,NL33,0.1271,NL34,0.1042,NL41,0.0591,NL42
2,13,5,0.5838,NL11,0.4875,NL12,0.1785,NL13,0.1686,NL21,0.1973,NL22,0.2554,NL23,0.2191,NL31,0.5159,NL32,0.3847,NL33,0.3763,NL34,0.2596,NL41,0.1736,NL42
2,13,6,0.2798,NL11,0.2135,NL12,0.1325,NL13,0.128,NL21,0.1539,NL22,0.173,NL23,0.1582,NL31,0.2666,NL32,0.2521,NL33,0.1992,NL34,0.1756,NL41,0.1193,NL42
2,13,7,0.244,NL11,0.1563,NL12,0.0997,NL13,0.094,NL21,0.1092,NL22,0.136,NL23,0.1296,NL31,0.2061,NL32,0.2243,NL33,0.2559,NL34,0.1643,NL41,0.0878,NL42
2,13,8,0.2336,NL11,0.1356,NL12,0.1282,NL13,0.1048,NL21,0.1009,NL22,0.1175,NL23,0.0903,NL31,0.1275,NL32,0.0955,NL33,0.0833,NL34,0.0931,NL41,0.0908,NL42
2,13,9,0.2599,NL11,0.166,NL12,0.1321,NL13,0.1003,NL21,0.1184,NL22,0.1215,NL23,0.1122,NL31,0.2236,NL32,0.1925,NL33,0.2001,NL34,0.1298,NL41,0.0901,NL42
2,13,10,0.8178,NL11,0.7536,NL12,0.5095,NL13,0.4611,NL21,0.3178,NL22,0.6258,NL23,0.469,NL31,0.8216,NL32,0.7038,NL33,0.6261,NL34,0.4167,NL41,0.1561,NL42
2,13,11,0.0237,NL11,0.03,NL12,0.0431,NL13,0.0493,NL21,0.0747,NL22,0.053,NL23,0.057,NL31,0.0616,NL32,0.0672,NL33,0.0852,NL34,0.0743,NL41,0.0784,NL42
2,13,12,0.5103,NL11,0.4267,NL12,0.3726,NL13,0.3378,NL21,0.2994,NL22,0.4026,NL23,0.3272,NL31,0.4686,NL32,0.4109,NL33,0.4098,NL34,0.3559,NL41,0.2598,NL42
2,13,13,0.0874,NL11,0.0714,NL12,0.0363,NL13,0.0305,NL21,0.0059,NL22,0.0326,NL23,0.0032,NL31,0.0623,NL32,0.0247,NL33,0.0084,NL34,0.0011,NL41,0.0046,NL42
2,13,14,0.0036,NL11,0.0221,NL12,0.0492,NL13,0.0739,NL21,0.1353,NL22,0.0914,NL23,0.1266,NL31,0.0969,NL32,0.1767,NL33,0.2598,NL34,0.1903,NL41,0.1429,NL42
2,13,15,0.1159,NL11,0.062,NL12,0.0769,NL13,0.0673,NL21,0.1233,NL22,0.06,NL23,0.1175,NL31,0.1227,NL32,0.1729,NL33,0.275,NL34,0.1866,NL41,0.0793,NL42
2,13,16,0.5373,NL11,0.442,NL12,0.3543,NL13,0.3489,NL21,0.3422,NL22,0.4044,NL23,0.3117,NL31,0.5394,NL32,0.4796,NL33,0.5013,NL34,0.3488,NL41,0.2308,NL42
2,13,17,0.0901,NL11,0.1058,NL12,0.046,NL13,0.0563,NL21,0.0417,NL22,0.1023,NL23,0.0884,NL31,0.2118,NL32,0.1934,NL33,0.2017,NL34,0.1071,NL41,0.0194,NL42
2,13,18,0.6151,NL11,0.5563,NL12,0.4534,NL13,0.4694,NL21,0.4633,NL22,0.5693,NL23,0.4715,NL31,0.6612,NL32,0.5665,NL33,0.5522,NL34,0.4627,NL41,0.3486,NL42
2,13,19,0.4167,NL11,0.4067,NL12,0.2621,NL13,0.2516,NL21,0.2618,NL22,0.3239,NL23,0.261,NL31,0.488,NL32,0.4277,NL33,0.3987,NL34,0.2893,NL41,0.1521,NL42
2,13,20,0.5651,NL11,0.5055,NL12,0.4014,NL13,0.4253,NL21,0.4162,NL22,0.5251,NL23,0.4255,NL31,0.615,NL32,0.4912,NL33,0.4333,NL34,0.4008,NL41,0.3055,NL42
2,13,21,0.1064,NL11,0.1551,NL12,0.1209,NL13,0.1286,NL21,0.1105,NL22,0.1681,NL23,0.1017,NL31,0.2197,NL32,0.1159,NL33,0.0406,NL34,0.0684,NL41,0.0592,NL42
2,13,22,0.1397,NL11,0.0657,NL12,0.0339,NL13,0.0394,NL21,0.0522,NL22,0.0552,NL23,0.0447,NL31,0.0489,NL32,0.0429,NL33,0.0256,NL34,0.0384,NL41,0.0582,NL42
2,13,23,0.5817,NL11,0.5039,NL12,0.3016,NL13,0.2863,NL21,0.2323,NL22,0.3826,NL23,0.248,NL31,0.5622,NL32,0.3345,NL33,0.2213,NL34,0.1996,NL41,0.0701,NL42
2,14,0,0.5674,NL11,0.5596,NL12,0.3634,NL13,0.4201,NL21,0.5072,NL22,0.5822,NL23,0.5637,NL31,0.6136,NL32,0.6178,NL33,0.6623,NL34,0.5683,NL41,0.4341,NL42
2,14,1,0.0001,NL11,0.0046,NL12,0.0127,NL13,0.0342,NL21,0.0557,NL22,0.0391,NL23,0.0531,NL31,0.0258,NL32,0.0604,NL33,0.0716,NL34,0.051,NL41,0.0231,NL42
2,14,2,0.0513,NL11,0.1114,NL12,0.0768,NL13,0.1004,NL21,0.1367,NL22,0.15,NL23,0.1413,NL31,0.2635,NL32,0.2676,NL33,0.2686,NL34,0.1756,NL41,0.1231,NL42
2,14,3,0.5529,NL11,0.3791,NL12,0.2338,NL13,0.2084,NL21,0.232,NL22,0.273,NL23,0.2261,NL31,0.4203,NL32,0.3023,NL33,0.2928,NL34,0.226,NL41,0.2112,NL42
2,14,4,0.0763,NL11,0.0584,NL12,0.0335,NL13,0.028,NL21,0.0305,NL22,0.0285,NL23,0.0163,NL31,0.0437,NL32,0.0159,NL33,0.0108,NL34,0.0202,NL41,0.0525,NL42
